symbol:TFSC, forms: 10-K
symbol:IPG, forms: 10-K
symbol:XENT, forms: 10-K
symbol:INTX, forms: 10-K
symbol:ISIL, forms: 10-K
symbol:ISPD, forms: 10-K
symbol:IPL.D, forms: 10-K
symbol:ITEC, forms: 10-K
symbol:ITUPE, forms: 10-K
symbol:IILG, forms: 10-K
symbol:IBCA, forms: 10-K
symbol:INTT, forms: 10-K
symbol:IVAC, forms: 10-K
symbol:INTL, forms: 10-K
symbol:ITCI, forms: 10-K
symbol:IL, forms: 10-K
symbol:SNOW, forms: 10-K
symbol:IORG, forms: 10-K
symbol:IPI, forms: 10-K
symbol:XON, forms: 10-K
symbol:IIN, forms: 10-K
symbol:INTZ, forms: 10-K
symbol:INTU, forms: 10-K
symbol:ISRG, forms: 10-K
symbol:INUV, forms: 10-K
symbol:IVC, forms: 10-K
symbol:INVN, forms: 10-K
symbol:INVT, forms: 10-K
symbol:IARE, forms: 10-K
symbol:SNAK, forms: 10-K
symbol:IDEA, forms: 10-K
symbol:IVZ, forms: 10-K
symbol:IVR, forms: 10-K
symbol:ISTR, forms: 10-K
symbol:ITG, forms: 10-K
symbol:ISBC, forms: 10-K
symbol:IHRC, forms: 10-K
symbol:IRET, forms: 10-K
symbol:ITIC, forms: 10-K
symbol:INVU, forms: 10-K
symbol:INSA, forms: 10-K
symbol:NVTA, forms: 10-K
symbol:NVIV, forms: 10-K
symbol:IVOB, forms: 10-K
symbol:IYXI, forms: 10-K
symbol:IOMG, forms: 10-K
symbol:IO, forms: 10-K
symbol:IOFB, forms: 10-K
symbol:IPAS, forms: 10-K
symbol:IYQT, forms: 10-K
symbol:IPCM, forms: 10-K
symbol:IPGP, forms: 10-K
symbol:IPOW, forms: 10-K
symbol:IRBS, forms: 10-K
symbol:IRLD, forms: 10-K
symbol:IRIX, forms: 10-K
symbol:IRDM, forms: 10-K
symbol:IRSB, forms: 10-K
symbol:IRBT, forms: 10-K
symbol:ICPW, forms: 10-K
symbol:IEAG, forms: 10-K
symbol:ECCO, forms: 10-K
symbol:IRM, forms: 10-K
symbol:IRNS, forms: 10-K
symbol:IROG, forms: 10-K
symbol:IRWD, forms: 10-K
symbol:ISBA, forms: 10-K
symbol:ISAT, forms: 10-K
symbol:IFIT, forms: 10-K
symbol:ISCIQ, forms: 10-K
symbol:CMDT, forms: 10-K
symbol:IAU, forms: 10-K
symbol:SLV, forms: 10-K
symbol:GSG, forms: 10-K
symbol:ISIS, forms: 10-K
symbol:IBII, forms: 10-K
symbol:ISLE, forms: 10-K
symbol:ISLT, forms: 10-K
symbol:ISMT, forms: 10-K
symbol:ISON, forms: 10-K
symbol:ISR, forms: 10-K
symbol:ISRL, forms: 10-K
symbol:ISDR, forms: 10-K
symbol:STAR, forms: 10-K
symbol:TALK, forms: 10-K
symbol:ITC, forms: 10-K
symbol:IMSU, forms: 10-K
symbol:ITI, forms: 10-K
symbol:ITEX, forms: 10-K
symbol:ITPG, forms: 10-K
symbol:ITRI, forms: 10-K
symbol:ITT, forms: 10-K
symbol:ESI, forms: 10-K
symbol:ITUS, forms: 10-K
symbol:IVANF, forms: 10-K
symbol:IVDA, forms: 10-K
symbol:SHSO, forms: 10-K
symbol:IWAL, forms: 10-K
symbol:XXIA, forms: 10-K
symbol:IXYS, forms: 10-K
symbol:IZEA, forms: 10-K
symbol:JCOM, forms: 10-K
symbol:JBL, forms: 10-K
symbol:JACK, forms: 10-K
symbol:JXSB, forms: 10-K
symbol:JAXB, forms: 10-K
symbol:JCLY, forms: 10-K
symbol:JEC, forms: 10-K
symbol:JFGI, forms: 10-K
symbol:JACO, forms: 10-K
symbol:JADA, forms: 10-K
symbol:JAEN, forms: 10-K
symbol:JGPK, forms: 10-K
symbol:JAKK, forms: 10-K
symbol:JMBA, forms: 10-K
symbol:JRCCQ, forms: 10-K
symbol:JRVR, forms: 10-K
symbol:JRIV, forms: 10-K
symbol:JAMN, forms: 10-K
symbol:JLWTD, forms: 10-K
symbol:JNS, forms: 10-K
symbol:JAH, forms: 10-K
symbol:JASN, forms: 10-K
symbol:JMI, forms: 10-K
symbol:JYHW, forms: 10-K
symbol:JAZZ, forms: 10-K
symbol:JCP, forms: 10-K
symbol:JABA, forms: 10-K
symbol:JDID, forms: 10-K
symbol:JDSU, forms: 10-K
symbol:JFBC, forms: 10-K
symbol:JERT, forms: 10-K
symbol:JTBK, forms: 10-K
symbol:JBLU, forms: 10-K
symbol:JTPY, forms: 10-K
symbol:JCTCF, forms: 10-K
symbol:JGW, forms: 10-K
symbol:JNGW, forms: 10-K
symbol:JZHG, forms: 10-K
symbol:JSHY, forms: 10-K
symbol:JFIL, forms: 10-K
symbol:JIVE, forms: 10-K
symbol:JJSF, forms: 10-K
symbol:JMP, forms: 10-K
symbol:SJM, forms: 10-K
symbol:JBCT, forms: 10-K
symbol:JOEZ, forms: 10-K
symbol:JOEY, forms: 10-K
symbol:JBT, forms: 10-K
symbol:JDOGQ, forms: 10-K
symbol:JCI, forms: 10-K
symbol:JNJ, forms: 10-K
symbol:JOUT, forms: 10-K
symbol:JYNT, forms: 10-K
symbol:JLLM, forms: 10-K
symbol:JONE, forms: 10-K
symbol:JLL, forms: 10-K
symbol:JSDA, forms: 10-K
symbol:GTVI, forms: 10-K
symbol:JOY, forms: 10-K
symbol:JIDG, forms: 10-K
symbol:JPAK, forms: 10-K
symbol:JPEI, forms: 10-K
symbol:JPEP, forms: 10-K
symbol:JPM, forms: 10-K
symbol:JPST, forms: 10-K
symbol:JPEX, forms: 10-K
symbol:JGLD, forms: 10-K
symbol:JUHL, forms: 10-K
symbol:JUMT, forms: 10-K
symbol:JUVF, forms: 10-K
symbol:JNPC, forms: 10-K
symbol:JUNP, forms: 10-K
symbol:JNPR, forms: 10-K
symbol:JNP, forms: 10-K
symbol:JKDG, forms: 10-K
symbol:JUNO, forms: 10-K
symbol:ASZP, forms: 10-K
symbol:LRN, forms: 10-K
symbol:KTWO, forms: 10-K
symbol:KANP, forms: 10-K
symbol:KABX, forms: 10-K
symbol:KAI, forms: 10-K
symbol:KKFC, forms: 10-K
symbol:KALU, forms: 10-K
symbol:KGHI, forms: 10-K
symbol:KLXC, forms: 10-K
symbol:KALO, forms: 10-K
symbol:KBIO, forms: 10-K
symbol:KAMN, forms: 10-K
symbol:KAMX, forms: 10-K
symbol:KNDI, forms: 10-K
symbol:KGNR, forms: 10-K
symbol:KCLI, forms: 10-K
symbol:KSU, forms: 10-K
symbol:KS, forms: 10-K
symbol:KRAT, forms: 10-K
symbol:KAR, forms: 10-K
symbol:KPTI, forms: 10-K
symbol:ONXC, forms: 10-K
symbol:KATE, forms: 10-K
symbol:KATY, forms: 10-K
symbol:KED, forms: 10-K
symbol:KBH, forms: 10-K
symbol:KBR, forms: 10-K
symbol:KBRS, forms: 10-K
symbol:KBSR, forms: 10-K
symbol:KCAP, forms: 10-K
symbol:KCG, forms: 10-K
symbol:KRNY, forms: 10-K
symbol:K, forms: 10-K
symbol:KELYA, forms: 10-K
symbol:KEM, forms: 10-K
symbol:KMPA, forms: 10-K
symbol:KNSC, forms: 10-K
symbol:KENS, forms: 10-K
symbol:KMT, forms: 10-K
symbol:KW, forms: 10-K
symbol:KWN, forms: 10-K
symbol:KTYB, forms: 10-K
symbol:KFFB, forms: 10-K
symbol:KERX, forms: 10-K
symbol:KTDR, forms: 10-K
symbol:GMCR, forms: 10-K
symbol:KEQU, forms: 10-K
symbol:KEY, forms: 10-K
symbol:KEG, forms: 10-K
symbol:KYLK, forms: 10-K
symbol:KEYO, forms: 10-K
symbol:KEYS, forms: 10-K
symbol:KTEC, forms: 10-K
symbol:KTCC, forms: 10-K
symbol:KEYP, forms: 10-K
symbol:KEYW, forms: 10-K
symbol:KFRC, forms: 10-K
symbol:KIDBQ, forms: 10-K
symbol:KDCE, forms: 10-K
symbol:KIRY, forms: 10-K
symbol:KLIB, forms: 10-K
symbol:KRC, forms: 10-K
symbol:KBAL, forms: 10-K
symbol:KMB, forms: 10-K
symbol:KPOC, forms: 10-K
symbol:KIM, forms: 10-K
symbol:KNBA, forms: 10-K
symbol:KMP, forms: 10-K
symbol:KMI', forms: 10-K
symbol:KMR, forms: 10-K
symbol:KIN, forms: 10-K
symbol:KND, forms: 10-K
symbol:KSSH, forms: 10-K
symbol:KGJI, forms: 10-K
symbol:KINS, forms: 10-K
symbol:KFS, forms: 10-K
symbol:KIORQ, forms: 10-K
symbol:KIPS, forms: 10-K
symbol:KEX, forms: 10-K
symbol:KIRI, forms: 10-K
symbol:KIRK, forms: 10-K
symbol:KITM, forms: 10-K
symbol:KITE, forms: 10-K
symbol:KRG, forms: 10-K
symbol:KWBT, forms: 10-K
symbol:KIWB, forms: 10-K
symbol:KKR, forms: 10-K
symbol:KFH, forms: 10-K
symbol:KLAC, forms: 10-K
symbol:KGET, forms: 10-K
symbol:KLEG, forms: 10-K
symbol:KLMK, forms: 10-K
symbol:KLXI, forms: 10-K
symbol:KMG, forms: 10-K
symbol:KMWE, forms: 10-K
symbol:KNX, forms: 10-K
symbol:KNL, forms: 10-K
symbol:KNMX, forms: 10-K
symbol:KN, forms: 10-K
symbol:KARE, forms: 10-K
symbol:KDKN, forms: 10-K
symbol:KGTO, forms: 10-K
symbol:KSS, forms: 10-K
symbol:KLSC, forms: 10-K
symbol:KGNX, forms: 10-K
symbol:KONA, forms: 10-K
symbol:KRED, forms: 10-K
symbol:KOPN, forms: 10-K
symbol:KOP, forms: 10-K
symbol:KORX, forms: 10-K
symbol:KFY, forms: 10-K
symbol:KOS, forms: 10-K
symbol:KOSS, forms: 10-K
symbol:KRFT, forms: 10-K
symbol:KBLB, forms: 10-K
symbol:KRAN, forms: 10-K
symbol:KRA, forms: 10-K
symbol:KTOS, forms: 10-K
symbol:KRBF, forms: 10-K
symbol:KKD, forms: 10-K
symbol:KR, forms: 10-K
symbol:KRO, forms: 10-K
symbol:KTLI, forms: 10-K
symbol:KTLC, forms: 10-K
symbol:KLIC, forms: 10-K
symbol:KDIC, forms: 10-K
symbol:KNKT, forms: 10-K
symbol:KURU, forms: 10-K
symbol:KVHI, forms: 10-K
symbol:NTYND, forms: 10-K
symbol:KYTH, forms: 10-K
symbol:KBPH, forms: 10-K
symbol:LLL, forms: 10-K
symbol:LH, forms: 10-K
symbol:LTNC, forms: 10-K
symbol:DRIO, forms: 10-K
symbol:LG, forms: 10-K
symbol:LCTZ, forms: 10-K
symbol:LADR, forms: 10-K
symbol:LTS, forms: 10-K
symbol:LBRG, forms: 10-K
symbol:LGOO, forms: 10-K
symbol:LJPC, forms: 10-K
symbol:LAKF, forms: 10-K
symbol:LBAI, forms: 10-K
symbol:LKFN, forms: 10-K
symbol:LAKE, forms: 10-K
symbol:LACO, forms: 10-K
symbol:LSBK, forms: 10-K
symbol:LVCA, forms: 10-K
symbol:LAMR, forms: 10-K
symbol:LRCX, forms: 10-K
symbol:LANC, forms: 10-K
symbol:LDR, forms: 10-K
symbol:LNDC, forms: 10-K
symbol:LARK, forms: 10-K
symbol:LMRK, forms: 10-K
symbol:LLND, forms: 10-K
symbol:LE, forms: 10-K
symbol:LSTR, forms: 10-K
symbol:LCI, forms: 10-K
symbol:HGII, forms: 10-K
symbol:LAHO, forms: 10-K
symbol:LTRX, forms: 10-K
symbol:LPAD, forms: 10-K
symbol:LPSB, forms: 10-K
symbol:LQ, forms: 10-K
symbol:LRDC, forms: 10-K
symbol:LPI, forms: 10-K
symbol:LHO, forms: 10-K
symbol:LLTI, forms: 10-K
symbol:LMTI, forms: 10-K
symbol:XTRN, forms: 10-K
symbol:LVS, forms: 10-K
symbol:LTLM, forms: 10-K
symbol:LTTV, forms: 10-K
symbol:LATX, forms: 10-K
symbol:LATF, forms: 10-K
symbol:LTTC, forms: 10-K
symbol:LSCC, forms: 10-K
symbol:LAWS, forms: 10-K
symbol:LAXAF, forms: 10-K
symbol:LAYN, forms: 10-K
symbol:LAZ, forms: 10-K
symbol:LKII, forms: 10-K
symbol:LZB, forms: 10-K
symbol:LB, forms: 10-K
symbol:LCNB, forms: 10-K
symbol:LDHL, forms: 10-K
symbol:LDRH, forms: 10-K
symbol:LDIS, forms: 10-K
symbol:LF, forms: 10-K
symbol:LLAB, forms: 10-K
symbol:LPTC, forms: 10-K
symbol:LEA, forms: 10-K
symbol:LTRE, forms: 10-K
symbol:LEAT, forms: 10-K
symbol:LEE, forms: 10-K
symbol:PCPZ, forms: 10-K
symbol:LEAI, forms: 10-K
symbol:LGCY, forms: 10-K
symbol:LTHO, forms: 10-K
symbol:LTXB, forms: 10-K
symbol:LLFP, forms: 10-K
symbol:LGDI, forms: 10-K
symbol:LEGE, forms: 10-K
symbol:LOGL, forms: 10-K
symbol:LEG, forms: 10-K
symbol:LM, forms: 10-K
symbol:LEHKQ, forms: 10-K
symbol:LDOS, forms: 10-K
symbol:LMAT, forms: 10-K
symbol:LNCMQ, forms: 10-K
symbol:LC, forms: 10-K
symbol:TREE, forms: 10-K
symbol:LEN, forms: 10-K
symbol:LII, forms: 10-K
symbol:LEOM, forms: 10-K
symbol:LEON, forms: 10-K
symbol:LCAR, forms: 10-K
symbol:LUK, forms: 10-K
symbol:LVLT, forms: 10-K
symbol:LEVY, forms: 10-K
symbol:LXRP, forms: 10-K
symbol:LXRX, forms: 10-K
symbol:LXP, forms: 10-K
symbol:LXK, forms: 10-K
symbol:LGIH, forms: 10-K
symbol:LGL, forms: 10-K
symbol:LHCG, forms: 10-K
symbol:LIEG, forms: 10-K
symbol:LNDT, forms: 10-K
symbol:LBY, forms: 10-K
symbol:LIBE, forms: 10-K
symbol:LBTE, forms: 10-K
symbol:LUVU, forms: 10-K
symbol:LBMH, forms: 10-K
symbol:LIBC, forms: 10-K
symbol:LBRDA, forms: 10-K
symbol:LBTG, forms: 10-K
symbol:LBYE, forms: 10-K
symbol:LBTYA, forms: 10-K
symbol:LBGO, forms: 10-K
symbol:QVCA, forms: 10-K
symbol:LMCA, forms: 10-K
symbol:LPT, forms: 10-K
symbol:LBSV, forms: 10-K
symbol:LBSR, forms: 10-K
symbol:TAX, forms: 10-K
symbol:LTRPA, forms: 10-K
symbol:LNTP, forms: 10-K
symbol:LFAP, forms: 10-K
symbol:LCMD, forms: 10-K
symbol:LFXG, forms: 10-K
symbol:LOCK, forms: 10-K
symbol:LCTC, forms: 10-K
symbol:LOGG, forms: 10-K
symbol:LPHIQ, forms: 10-K
symbol:LPNT, forms: 10-K
symbol:LFPI, forms: 10-K
symbol:LQWC, forms: 10-K
symbol:LMNK, forms: 10-K
symbol:LCUT, forms: 10-K
symbol:LTM, forms: 10-K
symbol:LFVN, forms: 10-K
symbol:LWAY, forms: 10-K
symbol:LGND, forms: 10-K
symbol:LTBR, forms: 10-K
symbol:LSCG, forms: 10-K
symbol:LLTP, forms: 10-K
symbol:LPTH, forms: 10-K
symbol:LTSC, forms: 10-K
symbol:LGTS, forms: 10-K
symbol:LVPR, forms: 10-K
symbol:LTVL, forms: 10-K
symbol:LWLG, forms: 10-K
symbol:LYNS, forms: 10-K
symbol:LIWA, forms: 10-K
symbol:TERX, forms: 10-K
symbol:LLEX, forms: 10-K
symbol:LLY, forms: 10-K
symbol:LIME, forms: 10-K
symbol:LLNW, forms: 10-K
symbol:LMNR, forms: 10-K
symbol:LINC, forms: 10-K
symbol:LECO, forms: 10-K
symbol:LNC, forms: 10-K
symbol:LPBC, forms: 10-K
symbol:LNN, forms: 10-K
symbol:LLTC, forms: 10-K
symbol:LUAD, forms: 10-K
symbol:OILLD, forms: 10-K
symbol:LNKD, forms: 10-K
symbol:LNKE, forms: 10-K
symbol:LNCO, forms: 10-K
symbol:LINE, forms: 10-K
symbol:LBIO, forms: 10-K
symbol:LIOX, forms: 10-K
symbol:LIOC, forms: 10-K
symbol:LGF, forms: 10-K
symbol:LPCN, forms: 10-K
symbol:LIQT, forms: 10-K
symbol:LIQD, forms: 10-K
symbol:LQDT, forms: 10-K
symbol:LQMT, forms: 10-K
symbol:LAD, forms: 10-K
symbol:LTUM, forms: 10-K
symbol:LEXG, forms: 10-K
symbol:LTHUQ, forms: 10-K
symbol:LFUS, forms: 10-K
symbol:LTFD, forms: 10-K
symbol:LTUC, forms: 10-K
symbol:LIVE, forms: 10-K
symbol:LYV, forms: 10-K
symbol:LPSN, forms: 10-K
symbol:LVVV, forms: 10-K
symbol:LTDH, forms: 10-K
symbol:LIVV, forms: 10-K
symbol:LIXT, forms: 10-K
symbol:LKAI, forms: 10-K
symbol:LKQ, forms: 10-K
symbol:LLEN, forms: 10-K
symbol:LRTR, forms: 10-K
symbol:LMIA, forms: 10-K
symbol:LNBB, forms: 10-K
symbol:LOCM, forms: 10-K
symbol:LOCN, forms: 10-K
symbol:LBAS, forms: 10-K
symbol:LMT, forms: 10-K
symbol:L, forms: 10-K
symbol:LOGC, forms: 10-K
symbol:LOGQ, forms: 10-K
symbol:LOGI, forms: 10-K
symbol:LOGM, forms: 10-K
symbol:LOJN, forms: 10-K
symbol:LOLI, forms: 10-K
symbol:LSTG, forms: 10-K
symbol:LNGB, forms: 10-K
symbol:LGHS, forms: 10-K
symbol:LPIH, forms: 10-K
symbol:LOOK, forms: 10-K
symbol:LORL, forms: 10-K
symbol:LO, forms: 10-K
symbol:LOTE, forms: 10-K
symbol:LTNR, forms: 10-K
symbol:LTUS, forms: 10-K
symbol:LTEC, forms: 10-K
symbol:LABC, forms: 10-K
symbol:LUSI, forms: 10-K
symbol:LPX, forms: 10-K
symbol:LOW, forms: 10-K
symbol:LOXO, forms: 10-K
symbol:LPTN, forms: 10-K
symbol:LPLA, forms: 10-K
symbol:LRAD, forms: 10-K
symbol:LRE, forms: 10-K
symbol:LXU, forms: 10-K
symbol:LYTS, forms: 10-K
symbol:LTC, forms: 10-K
symbol:LTSN, forms: 10-K
symbol:LTWC, forms: 10-K
symbol:LUB, forms: 10-K
symbol:LEI, forms: 10-K
symbol:LCDX, forms: 10-K
symbol:LUCY, forms: 10-K
symbol:LWWA, forms: 10-K
symbol:LULU, forms: 10-K
symbol:LL, forms: 10-K
symbol:LMNX, forms: 10-K
symbol:LMOS, forms: 10-K
symbol:LUNA, forms: 10-K
symbol:LSTS, forms: 10-K
symbol:LUVE, forms: 10-K
symbol:LUXR, forms: 10-K
symbol:LXRT, forms: 10-K
symbol:LDL, forms: 10-K
symbol:LYFE, forms: 10-K
symbol:LYB, forms: 10-K
symbol:LYRI, forms: 10-K
symbol:LZGI, forms: 10-K
symbol:MBCI, forms: 10-K
symbol:MBVX, forms: 10-K
symbol:MBMI, forms: 10-K
symbol:MCBC, forms: 10-K
symbol:MAC, forms: 10-K
symbol:MACE, forms: 10-K
symbol:CLI, forms: 10-K
symbol:MZIM, forms: 10-K
symbol:MFNC, forms: 10-K
symbol:MTSI, forms: 10-K
symbol:MIC, forms: 10-K
symbol:MGNX, forms: 10-K
symbol:M, forms: 10-K
symbol:MCZ, forms: 10-K
symbol:KHZM, forms: 10-K
symbol:MCBK, forms: 10-K
symbol:MSG, forms: 10-K
symbol:MDEX, forms: 10-K
symbol:MAVT, forms: 10-K
symbol:MAGE, forms: 10-K
symbol:MGLN, forms: 10-K
symbol:MMP, forms: 10-K
symbol:MPET, forms: 10-K
symbol:CALL, forms: 10-K
symbol:MX, forms: 10-K
symbol:MAGAA, forms: 10-K
symbol:MNGA, forms: 10-K
symbol:MAG, forms: 10-K
symbol:MIFC, forms: 10-K
symbol:MGLT, forms: 10-K
symbol:MHR, forms: 10-K
symbol:MGNU, forms: 10-K
symbol:MGYR, forms: 10-K
symbol:MHLD, forms: 10-K
symbol:MDNL, forms: 10-K
symbol:MSFG, forms: 10-K
symbol:MREE, forms: 10-K
symbol:MAIN, forms: 10-K
symbol:MSFN, forms: 10-K
symbol:COOL, forms: 10-K
symbol:MAJC, forms: 10-K
symbol:MJOG, forms: 10-K
symbol:MJWL, forms: 10-K
symbol:MLFB, forms: 10-K
symbol:CQCQ, forms: 10-K
symbol:MDDD, forms: 10-K
symbol:MPGS, forms: 10-K
symbol:MBUU, forms: 10-K
symbol:MNK, forms: 10-K
symbol:MLVF, forms: 10-K
symbol:MMMB, forms: 10-K
symbol:MAMS, forms: 10-K
symbol:AVNY, forms: 10-K
symbol:HZNB, forms: 10-K
symbol:MCAP, forms: 10-K
symbol:MANH, forms: 10-K
symbol:MNHN, forms: 10-K
symbol:LOAN, forms: 10-K
symbol:MHTX, forms: 10-K
symbol:MANF, forms: 10-K
symbol:MNTX, forms: 10-K
symbol:MTW, forms: 10-K
symbol:MTEX, forms: 10-K
symbol:MN, forms: 10-K
symbol:MNKD, forms: 10-K
symbol:MAN, forms: 10-K
symbol:MSAH, forms: 10-K
symbol:MANT, forms: 10-K
symbol:MVTG, forms: 10-K
symbol:MRO, forms: 10-K
symbol:MARA, forms: 10-K
symbol:MPC, forms: 10-K
symbol:MCHX, forms: 10-K
symbol:MCS, forms: 10-K
symbol:MMI, forms: 10-K
symbol:MJMI, forms: 10-K
symbol:MRNA, forms: 10-K
symbol:MGRW, forms: 10-K
symbol:HZO, forms: 10-K
symbol:MARPS, forms: 10-K
symbol:MPX, forms: 10-K
symbol:MRIN, forms: 10-K
symbol:MRNS, forms: 10-K
symbol:MKL, forms: 10-K
symbol:MKTX, forms: 10-K
symbol:MWWC, forms: 10-K
symbol:MKTO, forms: 10-K
symbol:MTRE, forms: 10-K
symbol:MWE, forms: 10-K
symbol:MRLN, forms: 10-K
symbol:FISH, forms: 10-K
symbol:MAR, forms: 10-K
symbol:VAC, forms: 10-K
symbol:MBII, forms: 10-K
symbol:MMC, forms: 10-K
symbol:MRTN, forms: 10-K
symbol:MSO, forms: 10-K
symbol:MLM, forms: 10-K
symbol:MMLP, forms: 10-K
symbol:MRVL, forms: 10-K
symbol:MJMJ, forms: 10-K
symbol:MAS, forms: 10-K
symbol:MACR, forms: 10-K
symbol:MASI, forms: 10-K
symbol:DOOR, forms: 10-K
symbol:MHYS, forms: 10-K
symbol:MSSD, forms: 10-K
symbol:HUGE, forms: 10-K
symbol:MMMW, forms: 10-K
symbol:MSRT, forms: 10-K
symbol:MHH, forms: 10-K
symbol:MTZ, forms: 10-K
symbol:MSTO, forms: 10-K
symbol:MA, forms: 10-K
symbol:MAST, forms: 10-K
symbol:MSTX, forms: 10-K
symbol:MTDR, forms: 10-K
symbol:MTXS, forms: 10-K
symbol:MTRN, forms: 10-K
symbol:MTNB, forms: 10-K
symbol:MTRX, forms: 10-K
symbol:MATX, forms: 10-K
symbol:MAT, forms: 10-K
symbol:MATR, forms: 10-K
symbol:MATW, forms: 10-K
symbol:MTMS, forms: 10-K
symbol:MFRM, forms: 10-K
symbol:MTSN, forms: 10-K
symbol:MLP, forms: 10-K
symbol:MVNR, forms: 10-K
symbol:MVRM, forms: 10-K
symbol:MXMG, forms: 10-K
symbol:MXIM, forms: 10-K
symbol:MMS, forms: 10-K
symbol:MXL, forms: 10-K
symbol:MAXD, forms: 10-K
symbol:MAXE, forms: 10-K
symbol:MXWL, forms: 10-K
symbol:MYDO, forms: 10-K
symbol:MAYS, forms: 10-K
symbol:MBCQ, forms: 10-K
symbol:MBFI, forms: 10-K
symbol:MBI, forms: 10-K
symbol:MBTF, forms: 10-K
symbol:MNI, forms: 10-K
symbol:MKC, forms: 10-K
symbol:MDR, forms: 10-K
symbol:MCD, forms: 10-K
symbol:MUX, forms: 10-K
symbol:MCGC, forms: 10-K
symbol:MGRC, forms: 10-K
symbol:MHFI, forms: 10-K
symbol:MITB, forms: 10-K
symbol:MCK, forms: 10-K
symbol:MDC, forms: 10-K
symbol:MDCA, forms: 10-K
symbol:MDTV, forms: 10-K
symbol:MDU, forms: 10-K
symbol:MJN, forms: 10-K
symbol:MIG, forms: 10-K
symbol:MWV, forms: 10-K
symbol:MKTY, forms: 10-K
symbol:MECK, forms: 10-K
symbol:TAXI, forms: 10-K
symbol:MDAS, forms: 10-K
symbol:MBOO, forms: 10-K
symbol:MDBX, forms: 10-K
symbol:MCPIE, forms: 10-K
symbol:MCGI, forms: 10-K
symbol:MCLN, forms: 10-K
symbol:MDFI, forms: 10-K
symbol:MDGN, forms: 10-K
symbol:MEDA, forms: 10-K
symbol:MBAY, forms: 10-K
symbol:MEG, forms: 10-K
symbol:MDWG, forms: 10-K
symbol:MSEZ, forms: 10-K
symbol:MSHF, forms: 10-K
symbol:MDTC, forms: 10-K
symbol:MDHI, forms: 10-K
symbol:MDCE, forms: 10-K
symbol:MCTH, forms: 10-K
symbol:MFIN, forms: 10-K
symbol:MEDD, forms: 10-K
symbol:MDLH, forms: 10-K
symbol:MMAM, forms: 10-K
symbol:MPW, forms: 10-K
symbol:MTBC, forms: 10-K
symbol:MDCND, forms: 10-K
symbol:MDCO, forms: 10-K
symbol:MNOV, forms: 10-K
symbol:MDCRE, forms: 10-K
symbol:MDSO, forms: 10-K
symbol:MED, forms: 10-K
symbol:MFST, forms: 10-K
symbol:MJMD, forms: 10-K
symbol:MIHI, forms: 10-K
symbol:MFTH, forms: 10-K
symbol:MDITE, forms: 10-K
symbol:MDVN, forms: 10-K
symbol:MZEI, forms: 10-K
symbol:MCC, forms: 10-K
symbol:MDLY, forms: 10-K
symbol:MLKNA, forms: 10-K
symbol:MEDL, forms: 10-K
symbol:MD, forms: 10-K
symbol:MOAK, forms: 10-K
symbol:MDVX, forms: 10-K
symbol:MPSP, forms: 10-K
symbol:MDT, forms: 10-K
symbol:MDWV, forms: 10-K
symbol:MMMS, forms: 10-K
symbol:MEME, forms: 10-K
symbol:MTGB, forms: 10-K
symbol:MEET, forms: 10-K
symbol:MGTC, forms: 10-K
symbol:MEIP, forms: 10-K
symbol:MELA, forms: 10-K
symbol:MLNX, forms: 10-K
symbol:MELR, forms: 10-K
symbol:MLTC, forms: 10-K
symbol:MTNX, forms: 10-K
symbol:MEMP, forms: 10-K
symbol:MRD, forms: 10-K
symbol:MENB, forms: 10-K
symbol:MW, forms: 10-K
symbol:MNTR, forms: 10-K
symbol:MENT, forms: 10-K
symbol:MRPI, forms: 10-K
symbol:MELI, forms: 10-K
symbol:MBWM, forms: 10-K
symbol:MCAR, forms: 10-K
symbol:MERC, forms: 10-K
symbol:MBVT, forms: 10-K
symbol:MMPM, forms: 10-K
symbol:MRK, forms: 10-K
symbol:MCY, forms: 10-K
symbol:MRCY, forms: 10-K
symbol:MDP, forms: 10-K
symbol:MRGE, forms: 10-K
symbol:EBSB, forms: 10-K
symbol:VIVO, forms: 10-K
symbol:MRDN, forms: 10-K
symbol:MRHD, forms: 10-K
symbol:MTH, forms: 10-K
symbol:MMSI, forms: 10-K
symbol:MTOR, forms: 10-K
symbol:OUNZ, forms: 10-K
symbol:MER.D, forms: 10-K
symbol:MER.E, forms: 10-K
symbol:MER.F, forms: 10-K
symbol:MACK, forms: 10-K
symbol:MERR, forms: 10-K
symbol:MERU, forms: 10-K
symbol:MSB, forms: 10-K
symbol:MLAB, forms: 10-K
symbol:MTR, forms: 10-K
symbol:MCCK, forms: 10-K
symbol:MBLX, forms: 10-K
symbol:CASH, forms: 10-K
symbol:MPG, forms: 10-K
symbol:MEA, forms: 10-K
symbol:MTST, forms: 10-K
symbol:MEIL, forms: 10-K
symbol:MEI, forms: 10-K
symbol:MET, forms: 10-K
symbol:METR, forms: 10-K
symbol:MTRO, forms: 10-K
symbol:INFO, forms: 10-K
symbol:MTD, forms: 10-K
symbol:MTWD, forms: 10-K
symbol:MXC, forms: 10-K
symbol:MXSG, forms: 10-K
symbol:MFA, forms: 10-K
symbol:MFBP, forms: 10-K
symbol:MFRI, forms: 10-K
symbol:MGCD, forms: 10-K
symbol:MGEE, forms: 10-K
symbol:MTG, forms: 10-K
symbol:MGM, forms: 10-K
symbol:MGPI, forms: 10-K
symbol:MGT, forms: 10-K
